Reporting Entity,Facility Name,Type,State,Electricity Production GJ,Electricity Production Mwh,Scope 1 t CO2 e,Scope 2 t CO2 e,Total Emissions t CO2 e,Emission Intensity t Mwh,Grid Connected,Grid,Primary Fuel,Important Notes,2014
SNOWY HYDRO LIMITED,Snowy Hydro Ltd,F,NSW,11755368,3265380,3072,295071.0,298143,0.0,On,NEM,Hydro,-,2019
SNOWY HYDRO LIMITED,Valley Power,F,VIC,28488,7913,6445,2690.0,9135,0.81,On,NEM,Gas,-,2019
SNOWY HYDRO LIMITED,Corporate Total,C,-,12168775,3380215,75886,308146.0,384032,,-,-,-,-,2019
SOLAR FARM INVESTMENTS PTY LTD,Moree Solar Farm,F,NSW,520928,144702,11,668.0,679,0.0,On,NEM,Solar,-,2019
SOLAR FARM INVESTMENTS PTY LTD,Corporate Total,C,-,520928,144702,11,668.0,679,,-,-,-,-,2019
SPIC PACIFIC ENERGY PTY LTD,Challicum Hills Wind Farm,F,VIC,507961,141100,39,0.0,39,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Clements Gap Wind Farm,F,SA,595361,165378,53,0.0,53,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Codrington Wind Farm,F,VIC,173339,48150,21,0.0,21,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Crowlands Wind Farm,F,VIC,910960,253045,64,0.0,64,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Eildon Pondage Hydro,F,VIC,30511,8475,5,0.0,5,0.0,On,NEM,Hydro,-,2019
SPIC PACIFIC ENERGY PTY LTD,Glenmaggie Hydro,F,VIC,9457,2627,4,0.0,4,0.0,On,NEM,Hydro,-,2019
SPIC PACIFIC ENERGY PTY LTD,Haughton Solar Farm,F,QLD,726656,201849,75,0.0,75,0.0,On,NEM,Solar,-,2019
SPIC PACIFIC ENERGY PTY LTD,Ord Hydro,F,WA,739891,205525,23,39.0,62,0.0,Off,Off-grid,Hydro,-,2019
SPIC PACIFIC ENERGY PTY LTD,Portland Wind Farms,F,VIC,1563397,434277,92,0.0,92,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Taralga Wind Farm,F,NSW,1156139,321150,90,0.0,90,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,The Drop Hydro,F,NSW,3650,1014,0,0.0,0,0.0,On,NEM,Hydro,-,2019
SPIC PACIFIC ENERGY PTY LTD,William Hovell Hydro,F,VIC,17785,4940,3,0.0,3,0.0,On,NEM,Hydro,-,2019
SPIC PACIFIC ENERGY PTY LTD,Yaloak South Wind Farm,F,VIC,326343,90651,26,0.0,26,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Yambuk Wind Farm,F,VIC,351243,97568,27,0.0,27,0.0,On,NEM,Wind,-,2019
SPIC PACIFIC ENERGY PTY LTD,Corporate Total,C,-,7112695,1975749,522,39.0,561,,-,-,-,-,2019
SRV AGWF PTY LTD,Albany Windfarm,F,WA,336517,93477,12,14.0,26,0.0,On,SWIS,Wind,-,2019
SRV AGWF PTY LTD,Corporate Total,C,-,336517,93477,12,14.0,26,,-,-,-,-,2019
STANWELL CORPORATION LIMITED,Barron Gorge Power Station,F,QLD,228877,63577,330,178.0,508,0.01,On,NEM,Hydro,-,2019
STANWELL CORPORATION LIMITED,Kareeya Power Station,F,QLD,665031,184731,27,67.0,94,0.0,On,NEM,Hydro,-,2019
STANWELL CORPORATION LIMITED,Mackay Gas Turbine,F,QLD,529,147,234,4.0,238,1.59,On,NEM,Diesel,-,2019
STANWELL CORPORATION LIMITED,Mica Creek Power Station,F,QLD,1545503,429306,217473,0.0,217473,0.51,On,Mt Isa,Gas,-,2019
STANWELL CORPORATION LIMITED,Stanwell Power Station,F,QLD,29874970,8298603,7138311,7881.0,7146192,0.86,On,NEM,Black Coal,-,2019
STANWELL CORPORATION LIMITED,Tarong Power Stations,F,QLD,39966989,11101942,9770532,55096.0,9825628,0.88,On,NEM,Black Coal,-,2019
STANWELL CORPORATION LIMITED,Corporate Total,C,-,72281898,20078305,17126907,63226.0,17190133,,-,-,-,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Coopers Cogeneration,F,SA,87599,24333,19168,0.0,19168,0.79,On,NEM,Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Glenorchy Landfill,F,TAS,26853,7459,293,0.0,293,0.04,On,NEM,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Hobart Landfill,F,TAS,18980,5272,346,0.0,346,0.07,On,NEM,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Kemps Creek Landfill,F,NSW,8792,2442,113,0.0,113,0.05,On,NEM,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Kincumber Landfill,F,NSW,5347,1485,85,0.0,85,0.06,On,NEM,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Moranbah Power Station,F,QLD,329950,91653,51873,0.0,51873,0.57,On,NEM,Coal Seam Methane,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Rockingham Landfill,F,WA,49902,13862,1443,0.0,1443,0.1,On,SWIS,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Werribee Biogas,F,VIC,243495,67637,3222,0.0,3222,0.05,On,NEM,Sludge Biogas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Woy Woy Landfill,F,NSW,23420,6506,353,0.0,353,0.05,On,NEM,Landfill Gas,-,2019
SUSTAINABLE ENERGY INFRASTRUCTURE HOLDINGS PTY LIMITED,Corporate Total,C,-,794337,220649,76896,0.0,76896,,-,-,-,-,2019
SWF1 OPERATIONS HOLDINGS PTY LTD,SWF 1 Operations Holdings Pty Ltd,F,NSW,2742313,761754,46,0.0,46,0.0,On,NEM,Wind,-,2019
SWF1 OPERATIONS HOLDINGS PTY LTD,Corporate Total,C,-,2742313,761754,46,0.0,46,,-,-,-,-,2019
TASMANIAN IRRIGATION PTY LTD,Midlands Power Station,F,TAS,141987,39441,0,0.0,0,0.0,On,NEM,Hydro,-,2019
TASMANIAN IRRIGATION PTY LTD,Corporate Total,C,-,141987,39441,0,0.0,0,,-,-,-,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,F,WA,1021701,283806,159388,0.0,159388,0.56,On,SWIS,Gas,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,F,WA,1032685,286857,157625,0.0,157625,0.55,On,SWIS,Gas,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,F,WA,1133138,314761,162075,0.0,162075,0.51,Off,Off-grid,Gas,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,F,WA,1235695,343249,199198,0.0,199198,0.58,Off,Off-grid,Gas,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,South Hedland Power Station,F,WA,1716375,476771,242484,0.0,242484,0.51,On,NWIS,Gas,-,2019
TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Corporate Total,C,-,6139594,1705443,920770,0.0,920770,,-,-,-,-,2019
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Tailem Bend Solar farm,F,SA,685909,190530,27,565.0,592,0.0,On,NEM,Solar,-,2019
VENA ENERGY SERVICES (AUSTRALIA) PTY LTD,Corporate Total,C,-,685909,190530,27,565.0,592,,-,-,-,-,2019
WATER CORPORATION,Cocos Keeling Islands - Home Island Generation,F,WA,9282,2578,1840,0.0,1840,0.71,Off,Off-grid,Diesel,-,2019
WATER CORPORATION,Cocos Keeling Islands - West Island Generation,F,WA,8789,2441,1948,0.0,1948,0.8,Off,Off-grid,Diesel,-,2019
WATER CORPORATION,Corporate Total,C,-,18071,5020,3788,0.0,3788,,-,-,-,-,2019
WEL 1 PTY LTD,Clermont Solar Farm,F,QLD,5939,1650,3,0.0,3,0.0,On,NEM,Solar,-,2019
WEL 1 PTY LTD,Wemen Solar Farm,F,VIC,438407,121780,0,0.0,0,0.0,On,NEM,Solar,-,2019
WEL 1 PTY LTD,Corporate Total,C,-,444346,123429,3,0.0,3,,-,-,-,-,2019
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,White Rock Solar Farm Pty Ltd,F,NSW,126868,35241,0,51.0,51,0.0,On,NEM,Solar,-,2019
WHITE ROCK SOLAR FARM (HOLDING) PTY LTD,Corporate Total,C,-,126868,35241,0,51.0,51,,-,-,-,-,2019
WILD CATTLE HILL PTY LTD,Wild Cattle Hill Wind Farm,F,TAS,278313,77039,113,63.0,176,0.0,On,NEM,Wind,-,2019
WILD CATTLE HILL PTY LTD,Corporate Total,C,-,278313,77039,113,63.0,176,,-,-,-,-,2019
YARA AUSTRALIA PTY LTD,YPF UTILITIES PRODUCTION AND SUPPLY,F,WA,57594,15998,22904,0.0,22904,1.43,Off,Off-grid,Gas,-,2019
YARA AUSTRALIA PTY LTD,Corporate Total,C,-,57594,15998,22904,0.0,22904,,-,-,-,-,2019
Reporting entity,Facility name,Type,State,Electricity production GJ,Electricity production MWh,Total scope 1 emissions t CO2 e,Total scope 2 emissions t CO2 e,Total emissions t CO2 e,Emission intensity t CO2 e MWh,Grid connected,Grid,Primary fuel,Important notes,2020
ACCIONA ENERGY OCEANIA PTY LTD,Cathedral Rocks Wind Farm,F,SA,512455,142348,47,189.0,236,0.0,On,NEM,Wind,-,2020
ACCIONA ENERGY OCEANIA PTY LTD,Gunning Wind Farm,F,NSW,575522,159867,48,246.0,294,0.0,On,NEM,Wind,-,2020
ACCIONA ENERGY OCEANIA PTY LTD,Mt Gellibrand Wind Farm,F,VIC,1018498,282916,60,907.0,967,0.0,On,NEM,Wind,-,2020
ACCIONA ENERGY OCEANIA PTY LTD,Waubra Wind Farm,F,VIC,2339624,649896,158,869.0,1027,0.0,On,NEM,Wind,-,2020
ACCIONA ENERGY OCEANIA PTY LTD,Corporate Total,C,-,4446099,1235027,313,2211.0,2524,,-,-,-,-,2020
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Adani Rugby Run Solar Farm,F,QLD,587856,163293,0,533.0,533,0.0,On,NEM,Solar,-,2020
ADANI RENEWABLE ASSET HOLDINGS PTY LTD,Corporate Total,C,-,587856,163293,0,533.0,533,,-,-,-,-,2020
AGL ENERGY LIMITED,Banimboola Hydro,F,VIC,7240,2011,15,33.0,48,0.01,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Barker Inlet Power Station,F,SA,1391597,386555,174233,2829.0,177062,0.45,On,NEM,Gas,-,2020
AGL ENERGY LIMITED,Bayswater Power Station,F,NSW,51517714,14310476,12763444,19122.0,12782566,0.89,On,NEM,Black Coal,-,2020
AGL ENERGY LIMITED,Bogong Power Station,F,VIC,314481,87356,83,656.0,739,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Broken Hill Solar Plant,F,NSW,408929,113591,81,343.0,424,0.0,On,NEM,Solar,-,2020
AGL ENERGY LIMITED,Clover Hydro,F,VIC,1481,411,2,367.0,369,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Copeton Hydro,F,NSW,33585,9329,1,50.0,51,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Dartmouth Hydro,F,VIC,153275,42576,0,340.0,340,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Eildon Hydro,F,VIC,401140,111428,10,187.0,197,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Glenbawn Hydro,F,NSW,123,34,0,0.0,0,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Hallett (Stage 1) Wind Farm,F,SA,1062039,295011,125,168.0,293,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Hallett (Stage 2) Wind Farm,F,SA,812671,225742,84,133.0,217,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Hallett (Stage 4) Wind Farm,F,SA,1506996,418610,191,309.0,500,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Hallett (Stage 5) Wind Farm,F,SA,465379,129272,65,139.0,204,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Hunter Valley Gas Turbines,F,NSW,0,0,0,6.0,6,0.0,On,NEM,Gas,-,2020
AGL ENERGY LIMITED,Kwinana Swift Power Station,F,WA,124238,34511,20567,410.0,20977,0.6,On,SWIS,Gas,-,2020
AGL ENERGY LIMITED,Liddell Power Station,F,NSW,26305616,7307116,7021228,44618.0,7065846,0.96,On,NEM,Black Coal,-,2020
AGL ENERGY LIMITED,Loy Yang Power Station and Mine,F,VIC,59031839,16397733,19153341,220357.0,19373698,1.17,On,NEM,Brown Coal,-,2020
AGL ENERGY LIMITED,Macarthur Wind Farm,F,VIC,2641871,733853,7637,2411.0,10048,0.01,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,McKay Creek Hydro,F,VIC,386791,107442,2,4325.0,4327,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Nyngan Solar Plant,F,NSW,840121,233367,154,691.0,845,0.0,On,NEM,Solar,-,2020
AGL ENERGY LIMITED,Oaklands Hill Wind Farm,F,VIC,630310,175086,63,469.0,532,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Rubicon Hydro Scheme,F,VIC,0,0,0,207.0,207,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Silverton Wind Farm,F,NSW,2826436,785121,81,335.0,416,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,Somerton Power Station,F,VIC,360423,100117,70675,1580.0,72255,0.71,On,NEM,Gas,-,2020
AGL ENERGY LIMITED,Torrens Island Power Station,F,SA,6008329,1668980,957873,11484.0,969357,0.57,On,NEM,Gas,-,2020
AGL ENERGY LIMITED,Wattle Point Wind Farm,F,SA,950951,264153,78,150.0,228,0.0,On,NEM,Wind,-,2020
AGL ENERGY LIMITED,West Kiewa Hydro,F,VIC,609716,169366,1,667.0,668,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Yarrawonga Hydro,F,VIC,156774,43548,0,19.0,19,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Burrendong Hydro,F,NSW,43303,12029,1,0.0,1,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Pindari Hydro,F,NSW,0,0,0,24.0,24,0.0,On,NEM,Hydro,-,2020
AGL ENERGY LIMITED,Corporate Total,C,-,158993368,44164825,40170035,312429.0,40482464,,-,-,-,-,2020
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,F,WA,5739815,1594393,1086799,644.0,1087443,0.68,On,SWIS,Gas,-,2020
ALCOA AUSTRALIAN HOLDINGS PTY LTD,Corporate Total,C,-,5739815,1594393,1086799,644.0,1087443,,-,-,-,-,2020
APT PIPELINES LIMITED,Badgingarra Solar Farm,F,WA,108451,30125,30,49.0,79,0.0,On,SWIS,Solar,-,2020
APT PIPELINES LIMITED,Badgingarra Wind Farm,F,WA,1701835,472732,96,275.0,371,0.0,On,SWIS,Wind,-,2020
APT PIPELINES LIMITED,Daandine Power Station,F,QLD,406375,112882,61562,660.0,62222,0.55,On,NEM,Coal Seam Methane,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. APT PIPELINES LIMITED and CLARKE ENERGY (AUSTRALIA) PTY. LTD., have each included the same data for the Daandine Power Station in their NGER reports.",2020
APT PIPELINES LIMITED,Darling Downs Solar Farm,F,QLD,755182,209773,66,658.0,724,0.0,On,NEM,Wind,-,2020
APT PIPELINES LIMITED,Diamantina Power Station,F,QLD,6884574,1912382,809252,176.0,809428,0.42,On,Mt Isa,Gas,-,2020
APT PIPELINES LIMITED,Emu Downs Solar Farm,F,WA,173545,48207,6,160.0,166,0.0,On,SWIS,Solar,-,2020
APT PIPELINES LIMITED,Emu Downs Wind Farm,F,WA,883949,245541,71,160.0,231,0.0,On,SWIS,Wind,-,2020
APT PIPELINES LIMITED,Corporate Total,C,-,10913911,3031642,871083,2138.0,873221,,-,-,-,-,2020
ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,F,QLD,1475610,409892,246789,4578.0,251367,0.6,On,NEM,Coal Seam Methane,-,2020
ARROW ENERGY HOLDINGS PTY LTD,Corporate Total,C,-,1475610,409892,246789,4578.0,251367,,-,-,-,-,2020
ATCO AUSTRALIA PTY LTD,Karratha Power Station,F,WA,513078,142522,99275,62.0,99337,0.7,On,NWIS,Gas,-,2020
ATCO AUSTRALIA PTY LTD,Osborne facility,F,SA,1413851,392736,161402,3725.0,165127,0.41,On,NEM,Gas,-,2020
ATCO AUSTRALIA PTY LTD,Corporate Total,C,-,1926929,535258,260677,3787.0,264464,,-,-,-,-,2020
AWF AUS HOLD OP CO PTY LTD,Facility,F,VIC,2049563,569323,100,1637.0,1737,0.0,On,NEM,Wind,-,2020
AWF AUS HOLD OP CO PTY LTD,Corporate Total,C,-,2049563,569323,100,1637.0,1737,,-,-,-,-,2020
BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,F,VIC,1228860,341350,97,673.0,770,0.0,On,NEM,Wind,-,2020
BALD HILLS WF HOLDINGS PTY LTD,Corporate Total,C,-,1228860,341350,97,673.0,770,,-,-,-,-,2020
BEI WWF PTY LTD,Warradarge Wind Farm,F,WA,1797588,499330,994,547.0,1541,0.0,On,SWIS,Wind,-,2020
BEI WWF PTY LTD,Corporate Total,C,-,1797588,499330,994,547.0,1541,,-,-,-,-,2020
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Gullen Solar Pty Ltd,F,NSW,67807,18835,1,43.0,44,0.0,On,NEM,Solar,-,2020
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,F,NSW,1818406,505113,55,442.0,497,0.0,On,NEM,Wind,-,2020
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Newtricity Developments Biala Pty Ltd,F,NSW,311838,86622,23,531.0,554,0.0,On,NEM,Wind,-,2020
BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,Corporate Total,C,-,2198051,610570,79,1016.0,1095,,-,-,-,-,2020
BHP GROUP LIMITED,Yarnima Power Station,F,WA,2691050,747514,343639,0.0,343639,0.46,Off,Off-grid,Gas,-,2020
BHP GROUP LIMITED,Corporate Total,C,-,2691050,747514,343639,0.0,343639,,-,-,-,-,2020
BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,F,WA,5808996,1613610,1216374,3063.0,1219437,0.75,On,SWIS,Black Coal,-,2020
BLUEWATERS POWER 1 PTY LTD,Corporate Total,C,-,5808996,1613610,1216374,3063.0,1219437,,-,-,-,-,2020
BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,F,WA,6083427,1689841,1254100,2211.0,1256311,0.74,On,SWIS,Black Coal,-,2020
BLUEWATERS POWER 2 PTY LTD,Corporate Total,C,-,6083427,1689841,1254100,2211.0,1256311,,-,-,-,-,2020
C S ENERGY LIMITED,Callide B Power Station,F,QLD,11317007,3143613,2983083,34749.0,3017832,0.95,On,NEM,Black Coal,-,2020
C S ENERGY LIMITED,Callide C Power Station,F,QLD,18205965,5057213,4549575,29039.0,4578614,0.9,On,NEM,Black Coal,"Please note that where more than one person has operational control over a facility at the same time and no nomination of operational control has been made, data for the facility for the entire period must be reported by the controlling corporation of each entity with operational control. This results in the same facility being reported multiple times. C S ENERGY LIMITED and OZGEN HOLDINGS AUSTRALIA PTY LTD, have each included the same data for the Callide C Power Station in their NGER reports.",2020
C S ENERGY LIMITED,Kogan Creek Power Station,F,QLD,18428566,5119046,4366178,4821.0,4370999,0.85,On,NEM,Black Coal,-,2020
C S ENERGY LIMITED,Corporate Total,C,-,47951538,13319872,11898836,68609.0,11967445,,-,-,-,-,2020
CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,F,NSW,698416,194005,9556,1449.0,11005,0.05,On,NEM,Bagasse,-,2020
CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,F,NSW,593907,164974,5801,1293.0,7094,0.04,On,NEM,Bagasse,-,2020
CAPE BYRON MANAGEMENT PTY LTD,Corporate Total,C,-,1292323,358979,15357,2742.0,18099,,-,-,-,-,2020
CBWF HOLDINGS PTY LIMITED,Facility,F,VIC,292965,81379,15,73.0,88,0.0,On,NEM,Wind,-,2020
CBWF HOLDINGS PTY LIMITED,Corporate Total,C,-,292965,81379,15,73.0,88,,-,-,-,-,2020
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,F,NSW,1825006,506946,74,312.0,386,0.0,On,NEM,Wind,-,2020
CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,Corporate Total,C,-,1825006,506946,74,312.0,386,,-,-,-,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Appin CSM Power Station,F,NSW,899023,249729,248219,13.0,248232,0.99,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Ardyaloon Facility,F,WA,7351,2042,1463,0.0,1463,0.72,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Beagle Bay Facility,F,WA,6767,1880,1359,0.0,1359,0.72,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Belrose LFG Power Station,F,NSW,349,97,56,20.0,76,0.58,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Berwick LFG Power Station,F,VIC,34600,9611,740,137.0,877,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Bidyadanga Facility,F,WA,10339,2872,2096,0.0,2096,0.73,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broadmeadows LFG Power Station,F,VIC,42580,11828,907,113.0,1020,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Brooklyn LFG Power Station,F,VIC,29263,8129,593,2.0,595,0.07,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Broome LNG Power Station,F,WA,499610,138780,78759,24.0,78783,0.57,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Browns Plains LFG Power Station,F,QLD,55301,15361,1167,2.0,1169,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Clayton LFG Power Station,F,VIC,294790,81886,5344,283.0,5627,0.07,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Coober Pedy Facility,F,SA,63400,17611,1892,0.0,1892,0.11,Off,Off-grid,Wind,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Corio LFG Power Station,F,VIC,25840,7178,555,3.0,558,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Cullerin Range Wind Farm,F,NSW,250956,69710,17,91.0,108,0.0,On,NEM,Wind,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Derby LNG Power Station,F,WA,122307,33974,20599,0.0,20599,0.61,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Djarindjin Facility,F,WA,6335,1760,1274,0.0,1274,0.72,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Eastern Creek LFG Power Station,F,NSW,25001,6945,488,7.0,495,0.07,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Fitzroy Crossing LNG Power Station,F,WA,51094,14193,8874,0.0,8874,0.63,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Gascoyne Facility,F,WA,2388,663,601,0.0,601,0.91,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,German Creek CMM Power Station,F,QLD,1024971,284714,156454,20.0,156474,0.55,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Glennies Creek WCMG Power Station,F,NSW,331564,92101,48417,3.0,48420,0.53,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grange Avenue LFG Power Station,F,NSW,16149,4486,319,4.0,323,0.07,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 1 WCMG Power Station,F,QLD,510305,141752,80510,6.0,80516,0.57,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Grosvenor 2 WCMG Power Station,F,QLD,345750,96042,55380,4.0,55384,0.58,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Halls Creek LNG Power Station,F,WA,42069,11686,7581,0.0,7581,0.65,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Jack's Gully LFG Power Station,F,NSW,32506,9029,699,1.0,700,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Kalamunda Power Station,F,WA,0,0,1,0.0,1,0.0,On,SWIS,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Laverton Facility,F,WA,14461,4017,2861,0.0,2861,0.71,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Leonora Facility,F,WA,29410,8170,6311,0.0,6311,0.77,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Looma NGD Power Station,F,WA,9087,2524,1869,0.0,1869,0.74,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 1 LFG Power Station,F,NSW,43250,12014,943,3.0,946,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Lucas Heights 2 LFG Power Station,F,NSW,418510,116253,9383,2.0,9385,0.08,On,NEM,Landfill Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,McArthur River Power Station,F,NT,1182344,328429,168784,0.0,168784,0.51,Off,Off-grid,Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Menzies Facility,F,WA,2251,625,501,0.0,501,0.8,Off,Off-grid,Diesel,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Moranbah North CMM Power Station,F,QLD,1298272,360631,213038,16.0,213054,0.59,On,NEM,Waste Coal Mine Gas,-,2020
CK WILLIAM AUSTRALIA HOLDINGS PTY LTD,Mugga Lane LFG Power Station,F,ACT,0,0,0,3.0,3,0.0,On,NEM,Landfill Gas,-,2020
