Accreditation code,Power station name,State,Installed capacity,Postcode,Fuel source(s),Accreditation start date,Suspension status,Baseline (MWh),Comment,_query,latitude,longitude,geocode_status,formatted_address
SRPVQLG3,CleanPeak Energy - Currimundi Markets - Solar - QLD,QLD,0.3744,4551,Solar,29/08/2019,Unsuspended,0,,"CleanPeak Energy - Currimundi Markets - Solar - QLD, QLD, 4551, Australia",-26.7727666,153.1225937,OK,"Nicklin Way &, Bellara Dr, Currimundi QLD 4551, Australia"
SRPVNSK9,DFO Homebush - Solar - NSW,NSW,1.1719,2140,Solar,29/08/2019,Unsuspended,0,,"DFO Homebush - Solar - NSW, NSW, 2140, Australia",-33.8554529,151.0768819,OK,"3-5 Underwood Rd, Homebush NSW 2140, Australia"
SRPVQLG6,DFO Cairns Solar Qld,QLD,1.3028,4870,Solar,29/08/2019,Unsuspended,0,,"DFO Cairns Solar Qld, QLD, 4870, Australia",-16.9332914,145.7528473,OK,"274 Mulgrave Rd, Westcourt QLD 4870, Australia"
SRPVNSL1,Limondale Sun Farm 2 - Solar - NSW,NSW,42.853,2715,Solar,29/08/2019,Unsuspended,0,,"Limondale Sun Farm 2 - Solar - NSW, NSW, 2715, Australia",-34.7705042,143.5128948,OK,"3757 Yanga Way, Balranald NSW 2715, Australia"
SRPVNSK8,Geelong Leather Culcairn Solar - NSW,NSW,0.1953,2660,Solar,27/08/2019,Unsuspended,0,,"Geelong Leather Culcairn Solar - NSW, NSW, 2660, Australia",-35.6643247,146.9984657,OK,"116 Schnaars Rd, Culcairn NSW 2660, Australia"
SRPVQLG5,MARABOON TAVERN-SOLAR-QLD,QLD,0.138,4720,Solar,26/08/2019,Unsuspended,0,,"MARABOON TAVERN-SOLAR-QLD, QLD, 4720, Australia",-23.5162582,148.1571807,OK,"Corner Hospital Road &, Esmond St, Emerald QLD 4720, Australia"
SRPVWA95,Agnew Wind and Solar Project - WA,WA,21.8127,6437,Solar,25/08/2019,Unsuspended,0,This is a hybrid wind and solar power station. 17.85 MW is wind capacity and 3.96 is solar.,"Agnew Wind and Solar Project - WA, WA, 6437, Australia",-28.0704266,120.7120023,OK,"Western Australia 6437, Australia"
SRPVWA94,VICINITY - Ellenbrook Central - Solar - WA,WA,3.6643,6069,Solar,23/08/2019,Unsuspended,0,,"VICINITY - Ellenbrook Central - Solar - WA, WA, 6069, Australia",-31.7826824,115.9694296,OK,"11 Main St, Ellenbrook WA 6069, Australia"
SRPVVCM7,Glen Eira Sports and Aquatic Centre Bentleigh East wSGU VIC - Solar,VIC,0.2295,3165,Solar,22/08/2019,Unsuspended,0,,"Glen Eira Sports and Aquatic Centre Bentleigh East wSGU VIC - Solar, VIC, 3165, Australia",-37.9163795,145.0602931,OK,"200 E Boundary Rd, Bentleigh East VIC 3165, Australia"
SRPVNSL0,CHAH03 - GWA Prestons - Solar - NSW,NSW,0.2497,2170,Solar,21/08/2019,Unsuspended,0,,"CHAH03 - GWA Prestons - Solar - NSW, NSW, 2170, Australia",-33.94029640000001,150.8727346,OK,"1 Melito Court, Prestons NSW 2170, Australia"
SRPVNSK7,Dareton Solar Park- Solar - NSW,NSW,3.7325,2717,Solar,16/08/2019,Unsuspended,0,,"Dareton Solar Park- Solar - NSW, NSW, 2717, Australia",-34.0951406,142.0431677,OK,"Dareton NSW 2717, Australia"
WD00QL05,Kennedy Energy Park - Wind and Solar - QLD,QLD,62.5662,4821,Wind,16/08/2019,Unsuspended,0,Wind is the primary fuel source. The total capacity is comprised of: 43.2 MW wind and 19.3662 MW solar. ,"Kennedy Energy Park - Wind and Solar - QLD, QLD, 4821, Australia",-20.8464738,144.1997353,OK,"Dutton River QLD 4821, Australia"
SRPVVCM6,Bupa Ballarat Extension - Solar w SGU - VIC,VIC,0.2432,3356,Solar,14/08/2019,Unsuspended,0,,"Bupa Ballarat Extension - Solar w SGU - VIC, VIC, 3356, Australia",-37.59125,143.80907,OK,"305 Smythes Rd, Delacombe VIC 3356, Australia"
SRPVWA93,ZEUSAPPOLLO SOLAR T & C Do - Solar w SGU - WA,WA,0.1416,6041,Solar,13/08/2019,Unsuspended,0,,"ZEUSAPPOLLO SOLAR T & C Do - Solar w SGU - WA, WA, 6041, Australia",-27.6728168,121.6283098,OK,"Western Australia, Australia"
SRPVSAD5,Redmud Green Energy 55 - Solar - SA,SA,0.2188,5332,Solar,12/08/2019,Unsuspended,0,,"Redmud Green Energy 55 - Solar - SA, SA, 5332, Australia",-34.35170069999999,140.2862819,OK,"Yinkanie SA 5332, Australia"
SRPVSAD6,Redmud Green Energy 59 - Solar - SA,SA,0.252,5333,Solar,12/08/2019,Unsuspended,0,,"Redmud Green Energy 59 - Solar - SA, SA, 5333, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPVSAD7,Redmud Green Energy 60 - Solar - SA,SA,0.252,5333,Solar,12/08/2019,Unsuspended,0,,"Redmud Green Energy 60 - Solar - SA, SA, 5333, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPVVCM5,WALKERS SAWMILL SOLAR SYSTEM - VIC,VIC,0.2584,3707,Solar,8/08/2019,Unsuspended,0,,"WALKERS SAWMILL SOLAR SYSTEM - VIC, VIC, 3707, Australia",-36.4235816,147.9556845,OK,"Walkers Rd, Victoria 3707, Australia"
SRPVQLG1,Ashmore Depot - QLD - Solar,QLD,0.3154,4214,Solar,8/08/2019,Unsuspended,0,,"Ashmore Depot - QLD - Solar, QLD, 4214, Australia",-27.9823889,153.3912957,OK,"Unit 3A/2 Middleton St, Ashmore QLD 4214, Australia"
SRPVSAD4,Redmud Green Energy 65 - Solar - SA,SA,1.026,5550,Solar,8/08/2019,Unsuspended,0,,"Redmud Green Energy 65 - Solar - SA, SA, 5550, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPVQLG2,Nerang Administration Centre - QLD - Solar,QLD,0.2628,4211,Solar,7/08/2019,Unsuspended,0,,"Nerang Administration Centre - QLD - Solar, QLD, 4211, Australia",-27.9893655,153.3364827,OK,"Nerang QLD 4211, Australia"
SRPVNSK5,Elizabeth Macarthur Agricultural Institute Solar - NSW,NSW,0.5865,2568,Solar,7/08/2019,Unsuspended,0,,"Elizabeth Macarthur Agricultural Institute Solar - NSW, NSW, 2568, Australia",-34.1256291,150.7235532,OK,"Woodbridge Rd, Menangle NSW 2568, Australia"
SRPVNSK4,CleanPeak Energy - Tamworth Square - Solar - NSW,NSW,0.2574,2340,Solar,5/08/2019,Unsuspended,0,,"CleanPeak Energy - Tamworth Square - Solar - NSW, NSW, 2340, Australia",-31.0924859,150.9326059,OK,"432/452 Peel St, Tamworth NSW 2340, Australia"
SRPVNSK6,HunterDouglasLtd-Rydalmere - Solar - NSW,NSW,0.8004,2116,Solar,5/08/2019,Unsuspended,0,,"HunterDouglasLtd-Rydalmere - Solar - NSW, NSW, 2116, Australia",-33.8102475,151.0380784,OK,"338 Victoria Rd, Rydalmere NSW 2116, Australia"
SRPVNSK3,Australian National Maritime Museum Solar - NSW,NSW,0.2355,2009,Solar,2/08/2019,Unsuspended,0,,"Australian National Maritime Museum Solar - NSW, NSW, 2009, Australia",-33.8693567,151.1986328,OK,"2 Murray St, Sydney NSW 2000, Australia"
SRPVSAD3,SA Aquatic & Leisure Centre - Solar - SA,SA,0.512,5046,Solar,2/08/2019,Unsuspended,0,,"SA Aquatic & Leisure Centre - Solar - SA, SA, 5046, Australia",-35.01277779999999,138.5416667,OK,"443 Morphett Rd, Oaklands Park SA 5046, Australia"
SRPVVCM3,"VICINITY Victoria St, Richmond - Solar - VIC",VIC,0.6124,3121,Solar,2/08/2019,Unsuspended,0,,"VICINITY Victoria St, Richmond - Solar - VIC, VIC, 3121, Australia",-37.8108685,145.0036572,OK,"Victoria St, Burnley VIC 3121, Australia"
SRPVNSJ1,Finley Solar Farm - Solar - NSW,NSW,175.2911,2713,Solar,2/08/2019,Unsuspended,0,,"Finley Solar Farm - Solar - NSW, NSW, 2713, Australia",-35.64421,145.5086444,OK,"198 Canalla Rd, Finley NSW 2713, Australia"
SRPVVCM4,Della Rosa Campbellfield Solar - VIC,VIC,0.525,3061,Solar,1/08/2019,Unsuspended,0,,"Della Rosa Campbellfield Solar - VIC, VIC, 3061, Australia",-37.655494,144.949045,OK,"36-52 National Blvd, Campbellfield VIC 3061, Australia"
SRPVNSK1,KANOWNA SOLAR NSW,NSW,8.9856,2400,Solar,1/08/2019,Unsuspended,0,,"KANOWNA SOLAR NSW, NSW, 2400, Australia",-29.4528995,149.0057616,OK,"Kanowna, 9247 Gwydir Hwy, Bullarah NSW 2400, Australia"
SRPVVCM2,31 Beverage Drive - Solar w SGU - VIC,VIC,0.1466,3043,Solar,31/07/2019,Unsuspended,0,,"31 Beverage Drive - Solar w SGU - VIC, VIC, 3043, Australia",-37.7195402,144.8636026,OK,"31 Beverage Dr, Tullamarine VIC 3043, Australia"
SRPVSAD2,Redmud Green Energy 42 - Solar - SA,SA,0.2268,5342,Solar,29/07/2019,Unsuspended,0,,"Redmud Green Energy 42 - Solar - SA, SA, 5342, Australia",-25.274398,133.775136,OK,Australia
SRPVVCM0,"VICINITY Beach St, Frankston - Solar - VIC",VIC,1.5019,3199,Solar,29/07/2019,Unsuspended,0,,"VICINITY Beach St, Frankston - Solar - VIC, VIC, 3199, Australia",-38.1431177,145.1330091,OK,"Beach St, Frankston VIC 3199, Australia"
SRPVNSK2,St Ignatius College - Solar - NSW,NSW,0.16,2066,Solar,26/07/2019,Suspended,0,,"St Ignatius College - Solar - NSW, NSW, 2066, Australia",-33.824226,151.1568794,OK,"115 Tambourine Bay Rd, Riverview NSW 2066, Australia"
SRPVQLF7,Broadbeach Library Mermaid Waters Solar - QLD,QLD,0.1923,4218,Solar,26/07/2019,Unsuspended,0,,"Broadbeach Library Mermaid Waters Solar - QLD, QLD, 4218, Australia",-28.0358706,153.4239122,OK,"61 Sunshine Blvd, Mermaid Waters QLD 4218, Australia"
SRPVVCL8,Almax Bayswater North Solar - VIC,VIC,0.274,3153,Solar,26/07/2019,Unsuspended,0,,"Almax Bayswater North Solar - VIC, VIC, 3153, Australia",-37.8259876,145.2874972,OK,"Bayswater North VIC 3153, Australia"
WD00WA21,Beros Road Wind Farm - WA,WA,9.5,6518,Wind,26/07/2019,Unsuspended,0,,"Beros Road Wind Farm - WA, WA, 6518, Australia",-29.9806178,115.3324519,OK,"Beros Rd, Warradarge WA 6518, Australia"
SRPVVCM1,Replas - Solar - VIC,VIC,0.1799,3350,Solar,25/07/2019,Unsuspended,0,,"Replas - Solar - VIC, VIC, 3350, Australia",-37.5831451,143.8736285,OK,"50 Elsworth St E, Canadian VIC 3350, Australia"
SRPVQLF9,Todae Solar - Lion Milton 0.85MW - Solar QLD,QLD,0.8563,4064,Solar,25/07/2019,Unsuspended,0,,"Todae Solar - Lion Milton 0.85MW - Solar QLD, QLD, 4064, Australia",-27.4873144,153.0428264,OK,"932 Stanley St E, East Brisbane QLD 4169, Australia"
SRPVQLG0,Central Highlands Regional Council Solar - QLD,QLD,0.1686,4720,Solar,22/07/2019,Unsuspended,0,,"Central Highlands Regional Council Solar - QLD, QLD, 4720, Australia",-24.0139022,147.5532762,OK,"Emerald QLD 4720, Australia"
SRPVNSJ9,100 Harris Street Pyrmont - Solar - NSW,NSW,0.1999,2009,Solar,22/07/2019,Unsuspended,0,,"100 Harris Street Pyrmont - Solar - NSW, NSW, 2009, Australia",-33.8684401,151.1937403,OK,"100 Harris St, Pyrmont NSW 2009, Australia"
SRPVQLF8,St Luke's Kalkie Solar QLD,QLD,0.2935,4670,Solar,22/07/2019,Unsuspended,0,,"St Luke's Kalkie Solar QLD, QLD, 4670, Australia",-24.8542473,152.38585,OK,"4 Mezger St, Kalkie QLD 4670, Australia"
SRPVWA91,Coles Riverton - Solar - WA,WA,0.2001,6147,Solar,19/07/2019,Unsuspended,0,,"Coles Riverton - Solar - WA, WA, 6147, Australia",-32.039133,115.9076098,OK,"353-361 High Rd, Parkwood WA 6147, Australia"
SRPVWA92,Coles Byford 200kW - Solar - WA,WA,0.2002,6122,Solar,19/07/2019,Unsuspended,0,,"Coles Byford 200kW - Solar - WA, WA, 6122, Australia",-32.21984980000001,116.0068457,OK,"Village, Shop 6/20 Abernethy Rd, Byford WA 6122, Australia"
SRPVNSK0,Repower 7 Shoalhaven Heads Solar - NSW wSGU,NSW,0.2191,2535,Solar,19/07/2019,Unsuspended,0,,"Repower 7 Shoalhaven Heads Solar - NSW wSGU, NSW, 2535, Australia",-34.8521331,150.7384036,OK,"Shoalhaven Heads NSW 2535, Australia"
SRPVQLF6,CRSL Caboolture 0.132MW - Solar - QLD,QLD,0.1318,4510,Solar,18/07/2019,Unsuspended,0,,"CRSL Caboolture 0.132MW - Solar - QLD, QLD, 4510, Australia",-27.0849748,152.9515862,OK,"Caboolture QLD, Australia"
SRPVVCL9,KOOWEERUP REGIONAL HEALTH SERVICES - Solar w SGU - VIC,VIC,0.1554,3981,Solar,18/07/2019,Unsuspended,0,,"KOOWEERUP REGIONAL HEALTH SERVICES - Solar w SGU - VIC, VIC, 3981, Australia",-38.2005922,145.4847734,OK,"235 Rossiter Rd, Koo Wee Rup VIC 3981, Australia"
SRPVNSJ8,Murray Valley Meats Strathfield Solar PV NSW,NSW,0.2205,2136,Solar,18/07/2019,Unsuspended,0,,"Murray Valley Meats Strathfield Solar PV NSW, NSW, 2136, Australia",-33.8929126,151.0733379,OK,"Burwood Heights NSW 2136, Australia"
SRPVVCL7,Swan Hill Abattoir Solar PV Vic,VIC,1.2727,3585,Solar,17/07/2019,Unsuspended,0,,"Swan Hill Abattoir Solar PV Vic, VIC, 3585, Australia",-35.3024703,143.5672719,OK,"334C River Rd, Swan Hill VIC 3585, Australia"
SRPVNSJ7,VICINITY - Lake Haven Shopping Centre - Solar - NSW,NSW,2.0004,2263,Solar,17/07/2019,Unsuspended,0,,"VICINITY - Lake Haven Shopping Centre - Solar - NSW, NSW, 2263, Australia",-33.2409399,151.5039327,OK,"Lake Haven Shopping Centre, Lake Haven NSW 2263, Australia"
SRPVNSJ6,Tamworth Agricultural Institute Calala Solar - NSW,NSW,0.1019,2340,Solar,16/07/2019,Unsuspended,0,,"Tamworth Agricultural Institute Calala Solar - NSW, NSW, 2340, Australia",-31.09003839999999,150.9293323,OK,"Tamworth NSW 2340, Australia"
SRPVVCL5,NB Wandiligong 0.179 - Solar VIC,VIC,0.1791,3744,Solar,16/07/2019,Unsuspended,0,,"NB Wandiligong 0.179 - Solar VIC, VIC, 3744, Australia",-36.7907956,146.9773826,OK,"Wandiligong VIC 3744, Australia"
SRPVQLF5,St Paul's School - Solar - QLD,QLD,0.6276,4036,Solar,16/07/2019,Unsuspended,0,,"St Paul's School - Solar - QLD, QLD, 4036, Australia",-27.3165314,153.0062605,OK,"St Paul's School Community Garden, Bald Hills QLD 4036, Australia"
SRPVWA90,BG Waters 0.14MW - Solar WA,WA,0.1403,6172,Solar,15/07/2019,Unsuspended,0,,"BG Waters 0.14MW - Solar WA, WA, 6172, Australia",-32.3760083,115.7516025,OK,"Port Kennedy WA 6172, Australia"
SRPVVCL6,Medical Developments-Solar-Vic,VIC,0.2453,3179,Solar,15/07/2019,Unsuspended,0,,"Medical Developments-Solar-Vic, VIC, 3179, Australia",-37.902555,145.2202518,OK,"4 Caribbean Dr, Scoresby VIC 3179, Australia"
SRPVSAD0,Redmud Green Energy 12A - Solar - SA,SA,0.252,5341,Solar,15/07/2019,Unsuspended,0,,"Redmud Green Energy 12A - Solar - SA, SA, 5341, Australia",-34.1812186,140.7840005,OK,"Lot 41 Sturt Hwy, Paringa SA 5340, Australia"
SRPVQLF3,Bradford Brendale- Solar- Qld,QLD,0.279,4500,Solar,12/07/2019,Unsuspended,0,,"Bradford Brendale- Solar- Qld, QLD, 4500, Australia",-27.3276913,152.9738951,OK,"Bradford Ct, Brendale QLD 4500, Australia"
SRPVNSJ5,Ausgrid Oatley - Solar NSW,NSW,0.3273,2223,Solar,12/07/2019,Unsuspended,0,,"Ausgrid Oatley - Solar NSW, NSW, 2223, Australia",-33.9754604,151.0829276,OK,"33-45 Judd St, Oatley NSW 2223, Australia"
SRPVQLF4,BUPA6 - Mt Sheridan - Solar - QLD,QLD,0.1452,4868,Solar,11/07/2019,Unsuspended,0,,"BUPA6 - Mt Sheridan - Solar - QLD, QLD, 4868, Australia",-16.9871575,145.7382646,OK,"Mount Sheridan QLD 4868, Australia"
SRPVVCL3,Drouin Secondary College Solar - VIC,VIC,0.1848,3818,Solar,11/07/2019,Unsuspended,0,,"Drouin Secondary College Solar - VIC, VIC, 3818, Australia",-38.1457719,145.8511894,OK,"52 Main S Rd, Drouin VIC 3818, Australia"
SRPVNSJ2,Club Central Menai Solar w SGU - NSW,NSW,0.2646,2234,Solar,11/07/2019,Unsuspended,0,,"Club Central Menai Solar w SGU - NSW, NSW, 2234, Australia",-34.0136551,151.0171173,OK,"44/60 Allison Cres, Menai NSW 2234, Australia"
SRPVNSJ4,Willinga Park - HNCD - Solar - NSW,NSW,0.5044,2539,Solar,11/07/2019,Unsuspended,0,,"Willinga Park - HNCD - Solar - NSW, NSW, 2539, Australia",-35.513895,150.377747,OK,"132 Forster Dr, Bawley Point NSW 2539, Australia"
SRPVNSJ3,G James Smithfield - Solar wSGU NSW,NSW,0.9657,2164,Solar,11/07/2019,Unsuspended,0,,"G James Smithfield - Solar wSGU NSW, NSW, 2164, Australia",-33.8535722,150.9406861,OK,"Smithfield NSW 2164, Australia"
SRPVVCL4,Nine Mile Fresh Tynong Solar - VIC,VIC,1.14,3813,Solar,11/07/2019,Unsuspended,0,,"Nine Mile Fresh Tynong Solar - VIC, VIC, 3813, Australia",-38.1006154,145.6213381,OK,"Nine Mile Rd, Tynong VIC 3813, Australia"
SRPVWA89,Coles Orana - Solar - WA,WA,0.2003,6330,Solar,10/07/2019,Unsuspended,0,,"Coles Orana - Solar - WA, WA, 6330, Australia",-34.9937016,117.8556573,OK,"Albany Hwy, Orana WA 6330, Australia"
SRPVNSJ0,Port Stephens Fisheries Office Solar - NSW,NSW,0.1688,2316,Solar,9/07/2019,Unsuspended,0,,"Port Stephens Fisheries Office Solar - NSW, NSW, 2316, Australia",-32.7460594,152.0565338,OK,"Taylors Beach Rd, Taylors Beach NSW 2316, Australia"
SRPVVCL2,Diocese of Sale St Francis Beaconsfield Solar - VIC,VIC,0.1997,3807,Solar,9/07/2019,Unsuspended,0,,"Diocese of Sale St Francis Beaconsfield Solar - VIC, VIC, 3807, Australia",-38.0522768,145.3729006,OK,"4 Beaconsfield Ave, Beaconsfield VIC 3807, Australia"
SRPVSAD1,Mobilong Solar Farm - Solar - SA,SA,5.8071,5253,Solar,6/07/2019,Unsuspended,0,,"Mobilong Solar Farm - Solar - SA, SA, 5253, Australia",-35.0954217,139.2748258,OK,"Mobilong SA 5253, Australia"
SRPVSAC9,Sigma Healthcare - Solar - SA,SA,0.248,5095,Solar,5/07/2019,Unsuspended,0,,"Sigma Healthcare - Solar - SA, SA, 5095, Australia",-34.83316500000001,138.6074308,OK,"Burma Rd, Pooraka SA 5095, Australia"
SRPVVCL1,Baxter Laboratories - Solar - VIC,VIC,0.322,3155,Solar,5/07/2019,Unsuspended,0,,"Baxter Laboratories - Solar - VIC, VIC, 3155, Australia",-37.8384266,145.294261,OK,"1019 Mountain Hwy, Boronia VIC 3155, Australia"
HYMCTA07,Repulse Micro Hydro Ouse - TAS,TAS,0.914,7140,Hydro,5/07/2019,Unsuspended,0,,"Repulse Micro Hydro Ouse - TAS, TAS, 7140, Australia",-42.5076149,146.6469971,OK,"Ouse TAS 7140, Australia"
SRPVNSI9,Donaldson Australasia Wyong Solar - NSW,NSW,0.3009,2259,Solar,4/07/2019,Unsuspended,0,,"Donaldson Australasia Wyong Solar - NSW, NSW, 2259, Australia",-33.2679877,151.442934,OK,"1 Lucca Rd, Wyong NSW 2259, Australia"
SRPVNSI8,Coomealla Memorial Sporting Club Solar wSGU - NSW,NSW,0.2842,2717,Solar,2/07/2019,Unsuspended,0,,"Coomealla Memorial Sporting Club Solar wSGU - NSW, NSW, 2717, Australia",-34.0951261,142.0395947,OK,"1150 Silver City Hwy, Dareton NSW 2717, Australia"
SRPVQLF1,VICINITY - Gympie Central Shopping Centre - Solar - QLD,QLD,0.9213,4570,Solar,1/07/2019,Unsuspended,0,,"VICINITY - Gympie Central Shopping Centre - Solar - QLD, QLD, 4570, Australia",-26.1994856,152.6675761,OK,"Excelsior Rd, Gympie QLD 4570, Australia"
SRPVQLF2,VICINITY - Taigum Square Shopping Centre - Solar - QLD,QLD,1.1307,4018,Solar,1/07/2019,Unsuspended,0,,"VICINITY - Taigum Square Shopping Centre - Solar - QLD, QLD, 4018, Australia",-27.3499832,153.0478157,OK,"217 Beams Rd, Taigum QLD 4018, Australia"
SPRVSAC8,Bungama - Solar - SA,SA,1.887,5540,Solar,1/07/2019,Unsuspended,0,,"Bungama - Solar - SA, SA, 5540, Australia",-33.1965843,138.0682053,OK,"Bungama SA 5540, Australia"
SRPVVCK9,Austco Polar - Solar - VIC,VIC,0.4501,3026,Solar,28/06/2019,Unsuspended,0,,"Austco Polar - Solar - VIC, VIC, 3026, Australia",-37.8000453,144.756373,OK,"1 Stoney Way, Derrimut VIC 3026, Australia"
SRPVNSI7,WMBT-Solar-NSW,NSW,2.376,2580,Solar,28/06/2019,Unsuspended,0,,"WMBT-Solar-NSW, NSW, 2580, Australia",-34.7206289,149.7487272,OK,"Goulburn NSW 2580, Australia"
SRPVWA88,Mundaring Village Shopping Centre - Solar - WA,WA,0.4299,6073,Solar,27/06/2019,Unsuspended,0,,"Mundaring Village Shopping Centre - Solar - WA, WA, 6073, Australia",-31.9014724,116.167135,OK,"7295 Great Eastern Hwy, Mundaring WA 6073, Australia"
SRPVWA85,Coles Banksia Grove - Solar - WA,WA,0.2001,6031,Solar,26/06/2019,Unsuspended,0,,"Coles Banksia Grove - Solar - WA, WA, 6031, Australia",-31.7055863,115.8013273,OK,"Joondalup Dr, Banksia Grove WA 6031, Australia"
SRPVVCK8,Monash University Solar Power Station - Clayton Vic,VIC,2.5947,3168,Solar,26/06/2019,Unsuspended,0,,"Monash University Solar Power Station - Clayton Vic, VIC, 3168, Australia",-37.9110995,145.1366624,OK,"Wellington Rd, Clayton VIC 3800, Australia"
BEBGNS35,MOXEY FARMS - AGRICULTURAL WASTE - NSW,NSW,3.12,2871,Biomass,26/06/2019,Unsuspended,0,,"MOXEY FARMS - AGRICULTURAL WASTE - NSW, NSW, 2871, Australia",-33.56132030000001,148.3791074,OK,"Angle Ln, Gooloogong NSW 2805, Australia"
SRPVWA87, BG Fields 0.23MW - Solar WA,WA,0.2299,6232,Solar,24/06/2019,Unsuspended,0,,"BG Fields 0.23MW - Solar WA, WA, 6232, Australia",-33.3072511,115.7279326,OK,"Millbridge WA 6232, Australia"
SRPVNSI6,CHAH02 - Charter Hall Lion Nathan - Solar - NSW,NSW,0.6002,2190,Solar,24/06/2019,Unsuspended,0,,"CHAH02 - Charter Hall Lion Nathan - Solar - NSW, NSW, 2190, Australia",-33.90558,151.0529578,OK,"Chullora NSW 2190, Australia"
HYMIQL07,Somerset Dam Hydroelectric Plant - QLD,QLD,4.5,4312,Hydro,24/06/2019,Unsuspended,0,,"Somerset Dam Hydroelectric Plant - QLD, QLD, 4312, Australia",-27.1190002,152.5511349,OK,"Somerset Dam QLD 4312, Australia"
SRPVWA86,CSM STATION - SOLAR - WA,WA,0.1674,6167,Solar,21/06/2019,Suspended,0,,"CSM STATION - SOLAR - WA, WA, 6167, Australia",-32.2244737,115.8403461,OK,"Kwinana Beach WA 6167, Australia"
SRPVVCK7,Altimate Foods Campbellfield - Solar - VIC,VIC,0.2395,3061,Solar,21/06/2019,Unsuspended,0,,"Altimate Foods Campbellfield - Solar - VIC, VIC, 3061, Australia",-37.651996,144.941764,OK,"119 National Blvd, Campbellfield VIC 3061, Australia"
SRPVSAC8,Hope Valley WTP (HOVWTP) - Solar - SA,SA,1.518,5090,Solar,21/06/2019,Unsuspended,0,,"Hope Valley WTP (HOVWTP) - Solar - SA, SA, 5090, Australia",-34.8450957,138.6965591,OK,"Hope Valley SA 5090, Australia"
SRPVSAC7,Tatiara Seeds Pty Ltd - Solar - SA,SA,0.1375,5268,Solar,20/06/2019,Unsuspended,0,,"Tatiara Seeds Pty Ltd - Solar - SA, SA, 5268, Australia",-36.3449476,140.7661837,OK,"66 Nalang Rd, Bordertown SA 5268, Australia"
SRPVVCL0,Yarra Valley Water - Solar - VIC,VIC,0.324,3132,Solar,19/06/2019,Unsuspended,0,,"Yarra Valley Water - Solar - VIC, VIC, 3132, Australia",-37.824207,145.189323,OK,"25 Lucknow St, Mitcham VIC 3132, Australia"
SRPVQLF0,Gold Coast Aquatic Centre - Solar - QLD,QLD,0.3111,4215,Solar,18/06/2019,Unsuspended,0,,"Gold Coast Aquatic Centre - Solar - QLD, QLD, 4215, Australia",-27.9638845,153.4150527,OK,"Marine Parade, Southport QLD 4215, Australia"
SRPVQLD9,Clermont Solar Farm - Solar - Queensland,QLD,89.2157,4721,Solar,18/06/2019,Unsuspended,0,,"Clermont Solar Farm - Solar - Queensland, QLD, 4721, Australia",-22.8284634,147.5887637,OK,"397 Alpha Bypass Rd, Clermont QLD 4721, Australia"
SRPVVCK6,Deakin University Renewable Energy Microgrid - Solar - VIC,VIC,7.8012,3216,Solar,13/06/2019,Unsuspended,0,,"Deakin University Renewable Energy Microgrid - Solar - VIC, VIC, 3216, Australia",-38.1985327,144.3001492,OK,"Deakin University/Alfred Deakin Dr, Waurn Ponds VIC 3216, Australia"
SRPVWA84,Lake Joondalup Baptist College - Solar - WA,WA,0.3745,6027,Solar,11/06/2019,Unsuspended,0,,"Lake Joondalup Baptist College - Solar - WA, WA, 6027, Australia",-31.7372067,115.7615547,OK,"8 Kennedya Dr, Joondalup WA 6027, Australia"
SPRVSAC6,Yongala Solar Farm - Solar - SA,SA,2.6611,5493,Solar,11/06/2019,Unsuspended,0,,"Yongala Solar Farm - Solar - SA, SA, 5493, Australia",-33.0286337,138.7442455,OK,"Yongala SA 5493, Australia"
SRPVSAC5,SA Power Networks Depot Angle Park Main Warehouse - Solar w SGU - SA,SA,0.3499,5013,Solar,7/06/2019,Unsuspended,0,,"SA Power Networks Depot Angle Park Main Warehouse - Solar w SGU - SA, SA, 5013, Australia",-34.8591132,138.5606592,OK,"Angle Park SA 5010, Australia"
SRPVSAC4,SummitHealth Mount Barker Solar - SA,SA,0.15,5251,Solar,4/06/2019,Unsuspended,0,,"SummitHealth Mount Barker Solar - SA, SA, 5251, Australia",-35.0814512,138.8692699,OK,"85/87 Wellington Rd, Mount Barker SA 5251, Australia"
SRPVQLE9,DHP Turallin- Solar w SGU - QLD,QLD,0.1958,4357,Solar,3/06/2019,Unsuspended,0,,"DHP Turallin- Solar w SGU - QLD, QLD, 4357, Australia",-27.8260678,151.2049911,OK,"Turallin QLD 4357, Australia"
SRPVWA83,Howard Porter Bibra Lake Solar - WA,WA,0.2003,6163,Solar,3/06/2019,Unsuspended,0,,"Howard Porter Bibra Lake Solar - WA, WA, 6163, Australia",-32.1154179,115.7982104,OK,"134 Barrington St, Spearwood WA 6163, Australia"
SRPVVCK5,"WILSON TRANSFORMER Springvale Rd, Glen Waverley - Solar - VIC",VIC,0.2546,3150,Solar,3/06/2019,Unsuspended,0,,"WILSON TRANSFORMER Springvale Rd, Glen Waverley - Solar - VIC, VIC, 3150, Australia",-37.886391,145.1659263,OK,"310-336 Springvale Rd, Glen Waverley VIC 3150, Australia"
